epoch,accuracy,learning_rate,loss,top3_accuracy,top5_accuracy,val_accuracy,val_loss,val_top3_accuracy,val_top5_accuracy
0,0.1583673506975174,0.0010000000474974513,1.9496307373046875,0.43755102157592773,0.7208163142204285,0.1542857140302658,1.9649220705032349,0.44857141375541687,0.677142858505249
1,0.16734693944454193,0.0010000000474974513,1.9375587701797485,0.45061224699020386,0.7248979806900024,0.14000000059604645,1.9625176191329956,0.41428571939468384,0.6628571152687073
2,0.19265305995941162,0.0010000000474974513,1.9254175424575806,0.4946938753128052,0.7591836452484131,0.14571428298950195,1.981462001800537,0.4000000059604645,0.7657142877578735
3,0.18693877756595612,0.0010000000474974513,1.9135915040969849,0.49306121468544006,0.7812244892120361,0.20000000298023224,1.9023150205612183,0.5857142806053162,0.7228571176528931
4,0.2179591804742813,0.0010000000474974513,1.872633695602417,0.5795918107032776,0.8114285469055176,0.2571428716182709,1.8466947078704834,0.6228571534156799,0.8971428275108337
5,0.24081632494926453,0.0010000000474974513,1.8116081953048706,0.6244897842407227,0.872653067111969,0.17428570985794067,1.923738718032837,0.4628571569919586,0.8028571605682373
6,0.2840816378593445,0.0010000000474974513,1.7096141576766968,0.6759183406829834,0.9167346954345703,0.2628571391105652,1.6343104839324951,0.7799999713897705,0.9800000190734863
7,0.31183674931526184,0.0010000000474974513,1.6193530559539795,0.7232652902603149,0.9469387531280518,0.2742857038974762,1.5542023181915283,0.7142857313156128,0.954285740852356
8,0.309387743473053,0.0010000000474974513,1.5648162364959717,0.7322449088096619,0.9469387531280518,0.3685714304447174,1.4933335781097412,0.8428571224212646,0.9628571271896362
9,0.3248979449272156,0.0010000000474974513,1.5518083572387695,0.7542856931686401,0.9551020264625549,0.29428571462631226,1.49840247631073,0.8171428442001343,0.9457142949104309
10,0.370612233877182,0.0010000000474974513,1.4452574253082275,0.8040816187858582,0.9746938943862915,0.3628571331501007,1.3654975891113281,0.8600000143051147,0.9971428513526917
11,0.3648979663848877,0.0010000000474974513,1.449873924255371,0.7902041077613831,0.9714285731315613,0.4171428680419922,1.3959983587265015,0.7457143068313599,1.0
12,0.3722448945045471,0.0010000000474974513,1.4317904710769653,0.8057143092155457,0.9828571677207947,0.29428571462631226,1.6709051132202148,0.6857143044471741,0.9171428680419922
13,0.3624489903450012,0.0010000000474974513,1.3957723379135132,0.8244897723197937,0.9795918464660645,0.3799999952316284,1.322960615158081,0.854285717010498,0.9714285731315613
14,0.43510204553604126,0.0005000000237487257,1.2763773202896118,0.8751020431518555,0.9853061437606812,0.4571428596973419,1.2505556344985962,0.8771428465843201,0.991428554058075
15,0.4457142949104309,0.0005000000237487257,1.2496042251586914,0.8783673644065857,0.9902040958404541,0.39714285731315613,1.4160971641540527,0.8057143092155457,0.9685714244842529
16,0.4481632709503174,0.0005000000237487257,1.2258110046386719,0.8889796137809753,0.9918367266654968,0.41999998688697815,1.2270188331604004,0.868571400642395,0.991428554058075
17,0.4783673584461212,0.0005000000237487257,1.1818877458572388,0.9020408391952515,0.9983673691749573,0.4942857027053833,1.0828003883361816,0.954285740852356,1.0
18,0.509387731552124,0.0005000000237487257,1.142045259475708,0.9126530885696411,0.9942857027053833,0.4057142734527588,1.2350105047225952,0.8714285492897034,0.9885714054107666
19,0.4848979711532593,0.0005000000237487257,1.1524721384048462,0.9175510406494141,0.9942857027053833,0.5257142782211304,1.0660067796707153,0.9571428298950195,1.0
20,0.49877551198005676,0.0005000000237487257,1.170076847076416,0.9134693741798401,0.9918367266654968,0.44285714626312256,1.2134435176849365,0.8857142925262451,1.0
21,0.5322449207305908,0.0005000000237487257,1.1056879758834839,0.9314285516738892,0.9934694170951843,0.40857142210006714,1.3183709383010864,0.7485714554786682,1.0
22,0.5371428728103638,0.0005000000237487257,1.104130506515503,0.9200000166893005,0.9910203814506531,0.4571428596973419,1.1211296319961548,0.9085714221000671,0.9885714054107666
23,0.5493877530097961,0.0005000000237487257,1.0569976568222046,0.9297959208488464,0.995102047920227,0.5771428346633911,0.9881505370140076,0.954285740852356,1.0
24,0.5118367075920105,0.0005000000237487257,1.0962014198303223,0.9281632900238037,0.9918367266654968,0.5714285969734192,0.9466978907585144,0.9742857217788696,1.0
25,0.5706122517585754,0.0005000000237487257,1.0046528577804565,0.9518367052078247,0.9942857027053833,0.4342857003211975,1.0661768913269043,0.9800000190734863,1.0
26,0.5657142996788025,0.0005000000237487257,1.015302062034607,0.9461224675178528,0.9959183931350708,0.6028571724891663,1.0003888607025146,0.9285714030265808,1.0
27,0.5926530361175537,0.0005000000237487257,0.95534348487854,0.9526530504226685,0.9926530718803406,0.41428571939468384,1.2637957334518433,0.8057143092155457,1.0
28,0.5812245011329651,0.0005000000237487257,0.9668383002281189,0.9510204195976257,0.9967346787452698,0.6742857098579407,0.8095213770866394,0.9885714054107666,1.0
29,0.6579591631889343,0.0002500000118743628,0.84660404920578,0.9706122279167175,0.9983673691749573,0.691428542137146,0.8073568940162659,0.9857142567634583,1.0
30,0.6644898056983948,0.0002500000118743628,0.8360257148742676,0.9738775491714478,0.9975510239601135,0.6714285612106323,0.7421281933784485,0.9885714054107666,1.0
31,0.6604081392288208,0.0002500000118743628,0.8265179991722107,0.9673469662666321,0.9967346787452698,0.699999988079071,0.7584580183029175,0.977142870426178,1.0
32,0.6530612111091614,0.0002500000118743628,0.8255622982978821,0.9714285731315613,0.9983673691749573,0.6028571724891663,0.7918890118598938,0.9828571677207947,1.0
33,0.6930612325668335,0.0002500000118743628,0.7784008383750916,0.9746938943862915,0.9983673691749573,0.7028571367263794,0.6930385828018188,0.9885714054107666,1.0
34,0.6848979592323303,0.0002500000118743628,0.7759518623352051,0.9763265252113342,0.9983673691749573,0.645714282989502,0.742301881313324,0.9857142567634583,1.0
35,0.6971428394317627,0.0002500000118743628,0.7745556831359863,0.973061203956604,0.9967346787452698,0.7514285445213318,0.6272155046463013,0.9885714054107666,1.0
36,0.718367338180542,0.0002500000118743628,0.7331861853599548,0.9755101799964905,0.9991836547851562,0.5428571701049805,0.8936982154846191,0.9714285731315613,0.9942857027053833
37,0.7159183621406555,0.0002500000118743628,0.7214572429656982,0.9746938943862915,0.9991836547851562,0.7514285445213318,0.5962989926338196,0.9857142567634583,1.0
38,0.7142857313156128,0.0002500000118743628,0.7120676636695862,0.9804081916809082,1.0,0.691428542137146,0.6382888555526733,0.9942857027053833,1.0
39,0.7248979806900024,0.0002500000118743628,0.7019351124763489,0.9820408225059509,0.9991836547851562,0.7314285635948181,0.6459710597991943,0.9885714054107666,1.0
40,0.7297959327697754,0.0002500000118743628,0.6891304850578308,0.9738775491714478,0.9975510239601135,0.7685714364051819,0.6014564633369446,0.9885714054107666,1.0
41,0.7191836833953857,0.0002500000118743628,0.7113472819328308,0.9787755012512207,1.0,0.7485714554786682,0.6559600234031677,0.9885714054107666,1.0
42,0.7297959327697754,0.0002500000118743628,0.6863774061203003,0.9804081916809082,0.9991836547851562,0.7542856931686401,0.6196114420890808,0.9885714054107666,1.0
43,0.7289795875549316,0.0002500000118743628,0.6874813437461853,0.9787755012512207,1.0,0.7742857336997986,0.6165764331817627,0.9885714054107666,1.0
44,0.7722448706626892,0.0001250000059371814,0.6222827434539795,0.9812244772911072,1.0,0.7628571391105652,0.5515518188476562,0.9942857027053833,1.0
45,0.7714285850524902,0.0001250000059371814,0.5888010859489441,0.9885714054107666,1.0,0.8257142901420593,0.4848981201648712,0.991428554058075,1.0
46,0.7591836452484131,0.0001250000059371814,0.6046738028526306,0.9844897985458374,1.0,0.7485714554786682,0.5691910982131958,0.9971428513526917,1.0
47,0.7706122398376465,0.0001250000059371814,0.5918980836868286,0.9861224293708801,0.9991836547851562,0.7942857146263123,0.5051640272140503,0.9885714054107666,1.0
48,0.7820408344268799,0.0001250000059371814,0.5742431879043579,0.9869387745857239,0.9991836547851562,0.8428571224212646,0.4645528197288513,0.9971428513526917,1.0
49,0.795102059841156,0.0001250000059371814,0.5760775804519653,0.9836734533309937,1.0,0.7971428632736206,0.5111326575279236,0.9942857027053833,1.0
